id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,2.258146550656214
1,0,0,-200,2.380154263631011
2,0,0,-200,2.508583435183429
3,0,0,-200,2.6437720368175532
4,400,0,0,2.786075828011368
5,400,0,200,2.9358692924259104
6,400,0,-200,3.0935466233885864
7,400,0,0,3.2595227612440345
8,400,0,0,3.434234485302401
9,400,0,0,3.6181415632585763
10,400,400,200,3.811727961107182
11,400,400,200,4.015503116737293
12,400,400,200,4.2300032805584635
13,700,0,0,14.053297966319509
14,700,0,0,8.523295395832509
15,700,0,0,6.584878901913762
16,700,0,0,5.671245937049389
17,700,0,0,5.305952936410904
