id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,0.3582391465479434
1,0,0,-200,0.3802517329907261
2,0,0,-200,0.40342287661470794
3,0,0,-200,0.42781355411363614
4,400,0,200,0.453487951480929
5,400,0,-200,0.4805136329201847
6,400,400,200,0.5089617186457169
7,0,400,200,0.5389070720410141
8,0,0,200,3.4629165989001898
9,700,0,0,3.8547124172148797
10,700,0,0,4.060749912640133
11,700,0,0,4.277631486771978
12,700,0,0,4.505927880594973
13,700,0,0,4.746239874092862
14,700,0,0,4.999199867248535
