id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,1.4895105997463571
1,0,0,0,1.5710637889890564
2,0,0,0,1.6569092513497925
3,0,0,0,1.747272895940041
4,-1,0,0,1.8423925218245132
5,-1,0,0,1.942518443808168
6,-1,0,0,2.0479141511593837
7,0,-1,0,2.158857001002769
8,0,0,0,2.275638948206332
9,0,0,0,2.398567313683767
10,0,0,0,2.527965593133698
11,0,-1,0,2.6641743083441525
12,1,0,0,2.8075519033025254
13,1,0,0,2.9584756874692335
14,1,0,0,3.1173428286973475
15,1,0,0,3.311908722187353
16,1,0,0,3.5388642601305693
17,1,0,0,3.7672764195825397
18,1,0,0,3.998779866525556
19,1,0,0,4.235448662444192
20,1,0,0,4.479209041782887
21,1,0,0,4.731638885545544
22,1,0,0,4.994158195797354
