id,forward_force_mean,right_force_mean,angular_velocity_mean,value
0,0,0,0,1.8885478996657543
1,0,0,0,1.991103052062106
2,0,0,0,2.099055844058266
3,0,0,0,2.2126903619489604
4,0,0,0,2.332305643939165
5,0,0,0,2.458216467086749
6,0,0,0,2.5907541756631534
7,0,0,0,2.7302675531119998
8,0,0,0,2.8771237399002594
9,0,0,0,3.031709199677375
10,0,0,0,3.1944307362848647
11,0,0,0,3.365716564292749
12,0,0,0,3.546017435879995
13,0,0,0,3.735807827024465
14,0,0,0,3.9355871861239065
15,0,-400,0,4.145881248333845
16,-400,0,0,4.3672434190811495
17,0,0,-200,4.600256230394101
18,0,0,-200,4.845532873881418
19,0,0,-200,5.103718814394384
20,400,0,200,5.375493488618559
21,400,0,0,5.661572093065058
22,400,0,200,5.962707466166637
23,0,400,0,6.279692069431456
24,0,0,200,5.117404378842432
25,0,0,0,3.6588299290461954
26,700,0,0,3.8545578198309913
27,700,0,0,4.060587178551829
28,700,0,0,4.277460187731659
29,700,0,0,4.505747565815691
30,700,0,0,4.746050069062039
31,700,0,0,4.999000072479248
